ena\area1_055_001.wav|ここが素材にも見映えにもこだわってるっていうパンケーキの店ね
ena\voice_card_ev_shuffle_07_07_4b_13_19.wav|言っておくけど、あれ猫かぶってるだけだから。すっごい生意気だし、ぜんっぜん姉を敬わないし
ena\voice_card_ev_shuffle_07_07_4b_16_19.wav|それは……そうだけど
ena\voice_card_ev_shuffle_07_07_4b_19_19.wav|だから、仲良しってわけじゃ……
ena\voice_card_ev_shuffle_07_07_4b_23_19.wav|え、あの時って？
ena\voice_card_ev_shuffle_07_07_4b_37_19.wav|——ねえ、愛莉。愛莉ってば！
ena\voice_card_ev_shuffle_07_07_4b_39_19.wav|急に黙るんだもん。どうかしたの？
ena\voice_card_ev_shuffle_07_07_4b_41_19.wav|ふーん
ena\voice_card_ev_shuffle_07_07_4b_47_19.wav|だね。いっぱい歩いて、カロリー消費しなきゃ！
ena\voice_card_ev_shuffle_09_07_3b_05_19.wav|本当？　ねえ、ふたりとも。取り皿もあるし、お互いのパフェちょっとずつシェアしようよ
ena\voice_card_ev_shuffle_09_07_3b_10_19.wav|私も久しぶりに愛莉達とお茶できて楽しかったよ
ena\voice_card_ev_shuffle_09_07_3b_15_19.wav|……んー、これといって進歩なし
ena\voice_card_ev_shuffle_09_07_3b_19_19.wav|ううん、ふたりとも気にしないで！
ena\voice_card_ev_shuffle_09_07_3b_20_19.wav|愛莉には前にも話したと思うけど、もう持久戦は覚悟してるから
ena\voice_card_ev_shuffle_09_07_3b_21_19.wav|それに、瑞希についてのグチとか聞いてもらうだけでも結構助かってるから！
ena\voice_card_ev_shuffle_09_07_3b_23_19.wav|……安心して、とは言えないかもだけど瑞希、ちょっと元気取り戻したかなって時があったの
ena\voice_card_ev_shuffle_09_07_3b_25_19.wav|うん。多分、同じサークルの子が何か言ってくれたのかなーって思うんだけど……
ena\voice_card_ev_shuffle_09_07_3b_26_19.wav|ああやって、何かいいことがあれば元気になってくれるんだってわかったから——
ena\voice_card_ev_shuffle_09_07_3b_27_19.wav|何をやってもダメってことにはならなさそうだし、それ、私としては結構安心したんだ
ena\voice_card_ev_shuffle_09_07_3b_32_19.wav|あ、うん。私がイラスト担当で、瑞希が動画担当っていう話したと思うけど——
ena\voice_card_ev_shuffle_09_07_3b_33_19.wav|あとふたり、作曲担当と作詞担当がいるの
ena\voice_card_ev_shuffle_09_07_3b_34_19.wav|まあ、作詞担当のほうは自分でも曲作れちゃうんだけど……
ena\voice_card_ev_shuffle_09_07_3b_36_19.wav|たしかにすごいんだけど……。いろいろ面倒なのよね
ena\voice_card_ev_shuffle_09_07_3b_38_19.wav|もー、どういう意味？
ena\voice_card_ev_shuffle_09_07_3b_39_19.wav|愛莉も雫も知らないだろうけど、ほんっと面倒な子なんだからね！
ena\voice_card_ev_shuffle_09_07_3b_41_19.wav|え？　えっと……
ena\voice_card_ev_shuffle_09_07_3b_46_19.wav|うーん。言えないというか、なんていうか……。でも、話すと長くなっちゃうから、また今度ね！
ena\voice_card_ev_shuffle_09_07_3b_48_19.wav|えーっと、もうひとりの作曲担当の子のことを話すね！
ena\voice_card_ev_shuffle_09_07_3b_50_19.wav|うん！　ハンドルネームでKって呼んでるんだけど——
ena\voice_card_ev_shuffle_09_07_3b_51_19.wav|Kが私や瑞希、それから作詞担当に声をかけて、そこから25時、ナイトコードで。ができたの
ena\voice_card_ev_shuffle_09_07_3b_53_19.wav|んー、K自身はそのつもりないかもしれないけど、実際そんな感じ
ena\voice_card_ev_shuffle_09_07_3b_54_19.wav|Kって、すごく音楽センスがあってね。Kが作る曲はいつも胸に刺さるんだ
ena\voice_card_ev_shuffle_09_07_3b_58_19.wav|そう！　そうなの！
ena\voice_card_ev_shuffle_09_07_3b_59_19.wav|Kって、不思議と欲しい言葉をくれるっていうか、いろいろな痛みを、わかってくれてるっていうか……
ena\voice_card_ev_shuffle_09_07_3b_60_19.wav|私が、絵を描き続けるのがつらくなった時も、私のために、曲を作ってくれたりして……
ena\voice_card_ev_shuffle_09_07_3b_62_19.wav|うん、すごく
ena\voice_card_ev_shuffle_09_07_3b_66_19.wav|うん、私もいつかちゃんと紹介したいな。……あと気が向いたら、面倒な作詞担当も一応オマケで紹介してもいいかな
ena\voice_card_ev_shuffle_09_07_3b_68_19.wav|だって、面倒なんだもん
ena\voice_card_ev_shuffle_09_07_3b_69_19.wav|ふたりだって、あいつのこと知ったら、まず嘘でしょ！？って驚くだろうし、もうひとつ、でっかい爆弾抱えてるし……
ena\voice_card_ev_shuffle_09_07_3b_73_19.wav|えっ！？　楽しそうって……！そんなわけないから！
ena\voice_card_bd_202203_07_4a_39_19.wav|愛莉！　誕生日おめでとう！
ena\voice_card_bd_202203_07_4a_40_19.wav|瑞希とナイトコードで話してたんだけど、日付が変わる瞬間にお祝いしようってなって、送っちゃった。起こしちゃってたら、ごめんね
ena\voice_card_bd_202203_07_4b_55_19.wav|パーティーのこと、私が言おうとしたのに！えっと……愛莉、誕生日おめでとう。会ってちゃんとお祝いしたいから、本当の本当によろしく！
ena\voice_card_bd_202112_08_4b_22_19.wav|雫、誕生日おめでとう！そろそろ落ち着いた頃かなって、瑞希と話してたところなの
ena\voice_card_bd_202112_08_4b_23_19.wav|だから瑞希からも連絡いくと思うけど、ちゃーんと誕生日プレゼント用意してるからね！
ena\voice_card_bd_202112_08_4b_24_19.wav|そのうち、時間がある時に渡したいから、都合のいい日があったら教えてね
ena\voice_card_bd_202112_08_4b_58_19.wav|雫、誕生日おめでとう！　まだ知りあったばっかりなのに、いろいろ気にしてくれてありがとね。愛莉みたいに、これからもっと仲良くなれたら嬉しいな
ena\voice_card_ev_shuffle_09_11_4b_04_19.wav|あ……。ふふ、彰人じゃん
ena\voice_card_ev_shuffle_09_11_4b_06_19.wav|はい、ストップ。ねえ、出かけるついでに——
ena\voice_card_ev_shuffle_09_11_4b_08_19.wav|はぁ？　もう、コンビニ行かせるつもりだったのに
ena\voice_card_ev_shuffle_09_11_4b_09_19.wav|……ていうか、サッカーボールなんて持ってバイトに行くの？
ena\voice_card_bd_202111_11_4b_50_19.wav|あっ、やっと帰ってきた
ena\voice_card_bd_202111_11_4b_51_19.wav|もう、あんたがなかなか帰ってこないからチーズケーキ、お預けくらってたんだけど？
ena\voice_card_bd_202111_11_4b_54_19.wav|えっ！　ちょっと、お母さん！ろうそく使うのはいいけど、ケーキには刺さないでよ？
ena\voice_card_bd_202111_11_4b_61b_19.wav|彰人、誕生日おめでとう。愛莉達と買い物してて、彰人に似合いそうな服見つけたからみんなでコーデしてみたの。あとで着てもらうからね
ena\voice_card_ev_shuffle_19_11_3b_39_19.wav|ふふ、お疲れ～
ena\voice_card_ev_shuffle_19_11_3b_41_19.wav|ちょっと忘れ物を取りにね。今のは、帰ったらお母さんに見せる用
ena\voice_card_ev_shuffle_19_11_3b_43_19.wav|えー。だって、借り物競争おもしろかったし。ほら見て、うまく撮れたと思うんだよね
ena\voice_card_ev_shuffle_19_11_3b_44_19.wav|どう？　瑞希が転んだところはびっくりしてカメラぶれちゃったんだけど、いい感じでしょ？
ena\voice_card_ev_shuffle_19_11_3b_46_19.wav|何？　活躍してるところ撮ってあげたのに。あ、応援合戦にも出るんだって？そっちも楽しみにしてるから
ena\voice_card_ev_shuffle_19_11_3b_48_19.wav|はいはーい。じゃ、またあとで
ena\voice_card_ev_shuffle_07_16_3a_18_19.wav|さっきは、本当にありがとうございました
ena\voice_card_17_02b_01_19.wav|ふう、これでよし、と……。ふぁ……ん、そろそろ落ちて、寝ようかな
ena\voice_card_17_02b_08_19.wav|私は……あ、この季節限定のデザートにしよっと
ena\voice_card_17_02b_10_19.wav|いいでしょ別に。早くボタン押してよ
ena\voice_card_17_02b_17_19.wav|……なんか、嬉しいかも
ena\voice_card_17_02b_19_19.wav|うん。だって奏が、私達に興味を持ってくれてるってことでしょ？
ena\voice_card_17_02b_21_19.wav|ねえ、私も奏のこと知りたいな。私達もいろいろ聞いてもいい？
ena\voice_card_17_02b_23_19.wav|ありがとう！じゃあ、まずはえっと……私のことから話そうか？
ena\voice_card_17_02b_25_19.wav|ちょっと！　なんで瑞希が話すわけ？それに、それ私の話じゃなくて彰人の話じゃない！
ena\voice_card_17_02b_28_19.wav|だーかーらー、それは私の話じゃなくて、彰人の話になっちゃうでしょ！
ena\voice_card_17_02b_30_19.wav|え……そ、そう？えっと、弟の彰人はさっき瑞希が言った通りひとつ下で……
ena\voice_card_17_02b_31_19.wav|好きな食べ物と嫌いな食べ物は私と一緒。チーズケーキが好きで、にんじんが嫌い
ena\voice_card_17_02b_32_19.wav|なんか、不思議なくらい食べ物の好みはあうんだよね。別に仲がいいわけでもないのに
ena\voice_card_17_02b_40_19.wav|まふゆは好きな食べ物って何？
ena\voice_card_17_02b_42_19.wav|答えてるよって……なんか引っかかる言い方
ena\voice_card_17_02b_47_19.wav|ええっ！？味がわからないとか、そんなことあるの！？
ena\voice_card_17_3b_03_19.wav|はー。イラストのほうもこれでひと段落！
ena\voice_card_17_3b_07_19.wav|別にいいけど、話したいことって？
ena\voice_card_17_3b_11_19.wav|えー？これって、全然人気ないアニメ映画じゃん
ena\voice_card_17_3b_12_19.wav|わざわざこれを見に行くの？
ena\voice_card_17_3b_23_19.wav|ふーん……。まあ、Kが行くなら私もちょっとは考えようかな
ena\voice_card_17_3b_27_19.wav|Amiaってば、ずいぶん勧誘に必死じゃん
ena\voice_card_17_3b_36_19.wav|はーい
ena\voice_card_17_3b_38_19.wav|あっ……たしかに、私も気になる！Kが見てた映画見てみたいな
ena\voice_card_17_3b_41_19.wav|へえ……。あらすじだけ読んだけど、わりと面白そう。会うまでに見ておくね
ena\voice_card_ev_night_01_17_04b_02_19.wav|ちょっと、なんで瑞希が仕切ってんの？
ena\voice_card_ev_night_01_17_04b_04_19.wav|ま、この前も集まったばかりだけどね
ena\voice_card_ev_night_01_17_04b_06_19.wav|あ、そうそう！　そのせいなのか、ネットでけっこう話題になってたよね
ena\voice_card_ev_night_01_17_04b_11_19.wav|いや、興味なさすぎでしょ。共感したとか考えさせられるとか、いろいろコメントあったのに
ena\voice_card_ev_night_01_17_04b_13_19.wav|あーもう、うるさい！
ena\voice_card_ev_night_01_17_04b_19_19.wav|私も、絵がほめられてるとすごく嬉しいけど……まふゆには、そういうのないわけ？
ena\voice_card_ev_night_01_17_04b_21_19.wav|ほら、歌詞に込めた意図をこの人はわかってくれたんだとか……そういう感覚はないの？
ena\voice_card_ev_night_01_17_04b_31_19.wav|奏……
